Begin;End;Activity;Case;Case type;Duration
21-3-2023 17:33;21-3-2023 17:34;Organizing national and international travelling;RCIS conference 2023;Academic conference;0 days 00:01:48
21-3-2023 17:35;21-3-2023 17:39;Discussing the structure, provision and progress of the assignment with students;***name46***;Master student;0 days 00:04:16
21-3-2023 17:39;21-3-2023 17:39;Organizing national and international travelling;RCIS conference 2023;Academic conference;0 days 00:00:03
21-3-2023 17:39;21-3-2023 17:40;Discussing the structure, provision and progress of the assignment with students;***name46***;Master student;0 days 00:00:51
21-3-2023 17:40;21-3-2023 17:48;Organizing national and international travelling;RCIS conference 2023;Academic conference;0 days 00:07:40
21-3-2023 17:48;21-3-2023 17:55;Organizing national and international travelling;RCIS conference 2023;Academic conference;0 days 00:06:46
21-3-2023 17:55;21-3-2023 17:56;Discussing the structure, provision and progress of the assignment with students;***name46***;Master student;0 days 00:01:00
21-3-2023 18:04;21-3-2023 18:32;Organizing national and international travelling;RCIS conference 2023;Academic conference;0 days 00:27:52
22-3-2023 08:52;22-3-2023 08:54;Conducting research;Active Window Tracking;Research project;0 days 00:02:06
22-3-2023 08:59;22-3-2023 09:00;Conducting research;Active Window Tracking;Research project;0 days 00:00:30
22-3-2023 09:02;22-3-2023 09:03;Conducting research;Active Window Tracking;Research project;0 days 00:01:09
22-3-2023 09:03;22-3-2023 09:12;Conducting research;Active Window Tracking;Research project;0 days 00:09:11
22-3-2023 09:13;22-3-2023 09:26;Conducting research;Active Window Tracking;Research project;0 days 00:13:53
22-3-2023 09:28;22-3-2023 09:28;Initiating a new research project in coordination with relevant national and international colleagues (and external parties) based on relevant developments (scientific content, needs of society, opportunities for valorisation);Active Window Tracking;Research project;0 days 00:00:12
22-3-2023 09:31;22-3-2023 09:35;Initiating a new research project in coordination with relevant national and international colleagues (and external parties) based on relevant developments (scientific content, needs of society, opportunities for valorisation);Active Window Tracking;Research project;0 days 00:04:01
22-3-2023 09:35;22-3-2023 09:35;Initiating a new research project in coordination with relevant national and international colleagues (and external parties) based on relevant developments (scientific content, needs of society, opportunities for valorisation);Active Window Tracking;Research project;0 days 00:00:03
22-3-2023 09:35;22-3-2023 09:36;Conducting research;Active Window Tracking;Research project;0 days 00:01:21
22-3-2023 09:38;22-3-2023 10:02;Conducting research;Active Window Tracking;Research project;0 days 00:24:13
22-3-2023 10:05;22-3-2023 10:17;Conducting research;Active Window Tracking;Research project;0 days 00:12:44
22-3-2023 10:22;22-3-2023 11:06;Conducting research;Active Window Tracking;Research project;0 days 00:44:08
22-3-2023 11:12;22-3-2023 11:44;Conducting research;Active Window Tracking;Research project;0 days 00:31:29
22-3-2023 11:44;22-3-2023 11:56;Communicating about events;BPM conference 2023;Academic conference;0 days 00:12:08
22-3-2023 12:50;22-3-2023 12:50;Communicating about events;BPM conference 2023;Academic conference;0 days 00:00:15
22-3-2023 12:50;22-3-2023 12:50;Communicating about events;BPM conference 2023;Academic conference;0 days 00:00:05
22-3-2023 12:52;22-3-2023 12:54;Communicating about events;BPM conference 2023;Academic conference;0 days 00:01:48
22-3-2023 12:54;22-3-2023 12:56;Organizing national and international travelling;RCIS conference 2023;Academic conference;0 days 00:02:34
22-3-2023 12:57;22-3-2023 13:00;Drafting exam papers;BPM course;University course;0 days 00:02:51
22-3-2023 13:00;22-3-2023 13:06;Drafting exam papers;BPM course;University course;0 days 00:06:00
22-3-2023 13:07;22-3-2023 13:12;Drafting exam papers;BPM course;University course;0 days 00:05:06
22-3-2023 13:13;22-3-2023 13:22;Drafting exam papers;BPM course;University course;0 days 00:09:45
22-3-2023 13:24;22-3-2023 13:28;Drafting exam papers;BPM course;University course;0 days 00:04:31
22-3-2023 13:33;22-3-2023 13:35;Drafting exam papers;BPM course;University course;0 days 00:02:00
22-3-2023 13:36;22-3-2023 13:49;Drafting exam papers;BPM course;University course;0 days 00:13:13
22-3-2023 13:50;22-3-2023 14:14;Drafting exam papers;BPM course;University course;0 days 00:23:25
22-3-2023 14:15;22-3-2023 14:16;Drafting exam papers;BPM course;University course;0 days 00:01:21
22-3-2023 14:18;22-3-2023 15:06;Drafting exam papers;BPM course;University course;0 days 00:48:26
22-3-2023 15:06;22-3-2023 15:16;Drafting exam papers;BPM course;University course;0 days 00:10:17
22-3-2023 15:19;22-3-2023 15:35;Drafting exam papers;BPM course;University course;0 days 00:16:12
22-3-2023 15:35;22-3-2023 15:41;Drafting exam papers;BPM course;University course;0 days 00:05:50
22-3-2023 15:43;22-3-2023 15:44;Drafting exam papers;BPM course;University course;0 days 00:01:09
22-3-2023 15:49;22-3-2023 15:55;Drafting exam papers;BPM course;University course;0 days 00:06:01
22-3-2023 15:55;22-3-2023 15:56;Drafting exam papers;BPM course;University course;0 days 00:01:19
22-3-2023 15:57;22-3-2023 15:58;Drafting exam papers;BPM course;University course;0 days 00:01:54
22-3-2023 15:58;22-3-2023 16:06;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:07:24
22-3-2023 16:06;22-3-2023 16:11;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:04:36
22-3-2023 16:14;22-3-2023 16:15;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:01:12
22-3-2023 16:16;22-3-2023 16:17;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:01:06
22-3-2023 16:18;22-3-2023 16:19;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:01:15
22-3-2023 16:21;22-3-2023 16:22;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:01:06
22-3-2023 16:23;22-3-2023 16:35;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:12:17
22-3-2023 16:35;22-3-2023 16:35;Drafting exam papers;BPM course;University course;0 days 00:00:03
22-3-2023 16:35;22-3-2023 16:37;Drafting exam papers;BPM course;University course;0 days 00:01:30
22-3-2023 16:39;22-3-2023 16:39;Drafting exam papers;BPM course;University course;0 days 00:00:03
22-3-2023 16:39;22-3-2023 16:39;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:00:06
22-3-2023 16:39;22-3-2023 16:39;Drafting exam papers;BPM course;University course;0 days 00:00:03
22-3-2023 16:39;22-3-2023 16:41;Organizing national and international travelling;RCIS conference 2023;Academic conference;0 days 00:02:18
22-3-2023 16:41;22-3-2023 16:50;Organizing national and international travelling;RCIS conference 2023;Academic conference;0 days 00:08:36
22-3-2023 16:50;22-3-2023 16:56;Organizing national and international travelling;RCIS conference 2023;Academic conference;0 days 00:05:48
22-3-2023 16:56;22-3-2023 16:58;Organizing national and international travelling;RCIS conference 2023;Academic conference;0 days 00:01:57
22-3-2023 16:58;22-3-2023 17:08;Organizing national and international travelling;BPM conference 2023;Academic conference;0 days 00:10:15
22-3-2023 17:12;22-3-2023 17:13;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:00:06
22-3-2023 17:16;22-3-2023 17:17;Organizing national and international travelling;RCIS conference 2023;Academic conference;0 days 00:00:03
22-3-2023 17:23;22-3-2023 17:23;Organizing national and international travelling;BPM conference 2023;Academic conference;0 days 00:00:27
22-3-2023 17:23;22-3-2023 17:23;Organizing national and international travelling;RCIS conference 2023;Academic conference;0 days 00:00:03
22-3-2023 17:25;22-3-2023 17:25;Drafting exam papers;BPM course;University course;0 days 00:00:09
22-3-2023 17:25;22-3-2023 17:25;Organizing national and international travelling;BPM conference 2023;Academic conference;0 days 00:00:03
22-3-2023 17:25;22-3-2023 17:25;Drafting exam papers;BPM course;University course;0 days 00:00:15
22-3-2023 17:25;22-3-2023 17:25;Organizing national and international travelling;BPM conference 2023;Academic conference;0 days 00:00:03
22-3-2023 17:25;22-3-2023 17:25;Drafting exam papers;BPM course;University course;0 days 00:00:03
22-3-2023 17:25;22-3-2023 17:25;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:00:03
22-3-2023 17:25;22-3-2023 17:25;Drafting exam papers;BPM course;University course;0 days 00:00:03
22-3-2023 17:25;22-3-2023 17:25;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:00:03
22-3-2023 17:25;22-3-2023 17:27;Drafting exam papers;BPM course;University course;0 days 00:01:36
22-3-2023 17:27;22-3-2023 17:37;Drafting exam papers;BPM course;University course;0 days 00:09:38
22-3-2023 17:38;22-3-2023 17:40;Drafting exam papers;BPM course;University course;0 days 00:02:12
22-3-2023 17:40;22-3-2023 17:40;Organizing national and international travelling;BPM conference 2023;Academic conference;0 days 00:00:03
22-3-2023 17:40;22-3-2023 17:58;Drafting exam papers;BPM course;University course;0 days 00:17:58
22-3-2023 18:23;22-3-2023 18:26;Drafting exam papers;BPM course;University course;0 days 00:02:22
22-3-2023 18:42;22-3-2023 18:48;Drafting exam papers;BPM course;University course;0 days 00:05:46
22-3-2023 18:48;22-3-2023 18:51;Drafting exam papers;BPM course;University course;0 days 00:02:51
23-3-2023 09:05;23-3-2023 09:16;Drafting conference papers and giving lectures at conferences;Active Window Tracking;Research project;0 days 00:10:59
23-3-2023 09:16;23-3-2023 09:21;Drafting conference papers and giving lectures at conferences;Active Window Tracking;Research project;0 days 00:05:19
23-3-2023 09:24;23-3-2023 09:24;Adapting the publication following responses from reviewers and fellow researchers;ECIS paper on RPA priorities;Research project;0 days 00:00:03
23-3-2023 09:25;23-3-2023 09:31;Adapting the publication following responses from reviewers and fellow researchers;ECIS paper on RPA priorities;Research project;0 days 00:06:10
23-3-2023 09:33;23-3-2023 10:56;Adapting the publication following responses from reviewers and fellow researchers;RCIS paper on recording techniques;Research project;0 days 01:23:45
23-3-2023 11:03;23-3-2023 11:12;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:09:50
23-3-2023 11:12;23-3-2023 11:22;Exploring and assessing the societal need for research and the opportunities for valorisation of that research;BISE special issue on mismatches event data and reality;Journal special issue;0 days 00:09:58
23-3-2023 11:24;23-3-2023 11:26;Exploring and assessing the societal need for research and the opportunities for valorisation of that research;BISE special issue on mismatches event data and reality;Journal special issue;0 days 00:01:39
23-3-2023 11:27;23-3-2023 11:29;Exploring and assessing the societal need for research and the opportunities for valorisation of that research;BISE special issue on mismatches event data and reality;Journal special issue;0 days 00:02:07
23-3-2023 11:30;23-3-2023 11:30;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:00:06
23-3-2023 11:36;23-3-2023 11:36;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:00:03
23-3-2023 12:42;23-3-2023 13:16;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:34:35
23-3-2023 13:20;23-3-2023 13:35;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:15:12
23-3-2023 13:36;23-3-2023 14:08;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:31:32
23-3-2023 14:08;23-3-2023 14:12;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:03:52
23-3-2023 14:13;23-3-2023 14:14;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:00:30
23-3-2023 14:29;23-3-2023 14:41;Organizing national and international travelling;BPM conference 2023;Academic conference;0 days 00:12:14
23-3-2023 14:42;23-3-2023 14:51;Organizing national and international travelling;BPM conference 2023;Academic conference;0 days 00:09:47
23-3-2023 14:54;23-3-2023 14:56;Organizing national and international travelling;BPM conference 2023;Academic conference;0 days 00:02:10
23-3-2023 15:12;23-3-2023 15:19;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:07:20
23-3-2023 15:27;23-3-2023 15:41;Organizing practical aspects of events;AI Lab for Public Services;Organizational unit;0 days 00:14:09
23-3-2023 15:42;23-3-2023 16:03;Communicating about events;ECIS conference 2023;Academic conference;0 days 00:21:40
23-3-2023 16:04;23-3-2023 16:22;Communicating about events;ECIS conference 2023;Academic conference;0 days 00:18:17
23-3-2023 16:23;23-3-2023 16:35;Communicating about events;ECIS conference 2023;Academic conference;0 days 00:11:38
23-3-2023 16:35;23-3-2023 17:26;Communicating about events;ECIS conference 2023;Academic conference;0 days 00:50:47
23-3-2023 17:26;23-3-2023 17:29;Reviewing journal and conference papers;BPM conference 2023;Academic conference;0 days 00:02:58
23-3-2023 17:32;23-3-2023 17:33;Reviewing journal and conference papers;BPM conference 2023;Academic conference;0 days 00:01:07
23-3-2023 17:35;23-3-2023 17:35;Reviewing journal and conference papers;BPM conference 2023;Academic conference;0 days 00:00:24
23-3-2023 17:35;23-3-2023 17:36;Reviewing journal and conference papers;BPM conference 2023;Academic conference;0 days 00:00:39
23-3-2023 17:37;23-3-2023 17:37;Reviewing journal and conference papers;BPM conference 2023;Academic conference;0 days 00:00:03
