Begin;End;Activity;Case;Case type;Duration
9-3-2023 15:27;9-3-2023 15:28;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:01:00
9-3-2023 15:29;9-3-2023 15:32;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:03:03
9-3-2023 15:34;9-3-2023 15:35;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:00:40
9-3-2023 15:37;9-3-2023 15:37;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:00:03
9-3-2023 15:40;9-3-2023 15:46;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:05:55
9-3-2023 15:46;9-3-2023 15:57;Communicating about events;BPM conference 2023;Academic conference;0 days 00:10:26
10-3-2023 09:38;10-3-2023 09:46;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:07:32
10-3-2023 09:46;10-3-2023 09:47;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:01:30
10-3-2023 09:53;10-3-2023 09:53;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:00:03
10-3-2023 09:54;10-3-2023 10:02;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:08:13
10-3-2023 10:02;10-3-2023 10:04;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:02:00
10-3-2023 10:04;10-3-2023 10:05;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:01:14
10-3-2023 10:09;10-3-2023 10:09;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:00:12
10-3-2023 10:10;10-3-2023 10:13;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:03:42
10-3-2023 10:13;10-3-2023 10:15;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:01:48
10-3-2023 10:15;10-3-2023 10:19;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:03:48
10-3-2023 10:20;10-3-2023 10:21;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:01:12
10-3-2023 10:23;10-3-2023 10:25;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:01:30
10-3-2023 10:40;10-3-2023 10:41;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:01:33
10-3-2023 10:41;10-3-2023 10:42;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:00:18
10-3-2023 10:42;10-3-2023 10:42;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:00:12
10-3-2023 10:42;10-3-2023 10:42;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:00:03
10-3-2023 10:44;10-3-2023 10:46;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:02:24
10-3-2023 10:48;10-3-2023 10:50;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:02:36
10-3-2023 11:01;10-3-2023 11:02;Communicating about events;BPM conference 2023;Academic conference;0 days 00:00:21
10-3-2023 11:06;10-3-2023 11:06;Communicating about events;BPM conference 2023;Academic conference;0 days 00:00:21
10-3-2023 11:09;10-3-2023 11:11;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:01:52
10-3-2023 11:14;10-3-2023 11:14;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:00:15
10-3-2023 11:15;10-3-2023 11:15;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:00:03
10-3-2023 11:17;10-3-2023 11:18;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:01:36
10-3-2023 11:18;10-3-2023 11:37;Communicating about events;BPM conference 2023;Academic conference;0 days 00:18:12
10-3-2023 11:42;10-3-2023 11:44;Organizing practical aspects of events;Girls Club WIN;Outreach program;0 days 00:02:09
10-3-2023 11:44;10-3-2023 11:45;Organizing practical aspects of events;Girls Club WIN;Outreach program;0 days 00:00:42
10-3-2023 11:46;10-3-2023 11:47;Organizing practical aspects of events;Girls Club WIN;Outreach program;0 days 00:01:42
10-3-2023 11:47;10-3-2023 12:02;Organizing practical aspects of events;Girls Club WIN;Outreach program;0 days 00:14:14
10-3-2023 12:05;10-3-2023 12:06;Organizing practical aspects of events;Girls Club WIN;Outreach program;0 days 00:01:09
10-3-2023 12:48;10-3-2023 12:48;Organizing practical aspects of events;Girls Club WIN;Outreach program;0 days 00:00:09
10-3-2023 12:59;10-3-2023 12:59;Organizing practical aspects of events;Girls Club WIN;Outreach program;0 days 00:00:16
10-3-2023 12:59;10-3-2023 13:05;Organizing practical aspects of events;Girls Club WIN;Outreach program;0 days 00:05:52
10-3-2023 13:07;10-3-2023 13:07;Organizing practical aspects of events;Girls Club WIN;Outreach program;0 days 00:00:03
10-3-2023 13:08;10-3-2023 13:08;Organizing practical aspects of events;Girls Club WIN;Outreach program;0 days 00:00:03
10-3-2023 13:10;10-3-2023 13:10;Organizing practical aspects of events;Girls Club WIN;Outreach program;0 days 00:00:06
10-3-2023 13:10;10-3-2023 13:14;Assessing the students assignments and submitting the assessment to the Board of Examiners;***name10***;Master student;0 days 00:04:06
10-3-2023 13:15;10-3-2023 13:16;Assessing the students assignments and submitting the assessment to the Board of Examiners;***name10***;Master student;0 days 00:01:12
10-3-2023 13:27;10-3-2023 13:30;Initiating a new research project in coordination with relevant national and international colleagues (and external parties) based on relevant developments (scientific content, needs of society, opportunities for valorisation);OTP Workload Monitor;Grant;0 days 00:03:51
10-3-2023 13:30;10-3-2023 13:33;Discussing the structure, provision and progress of the assignment with students;***name69***;Master student;0 days 00:02:31
10-3-2023 13:34;10-3-2023 13:35;Discussing the structure, provision and progress of the assignment with students;***name69***;Master student;0 days 00:01:21
10-3-2023 13:45;10-3-2023 13:47;Discussing the structure, provision and progress of the assignment with students;***name69***;Master student;0 days 00:01:24
10-3-2023 13:48;10-3-2023 13:49;Discussing the structure, provision and progress of the assignment with students;***name69***;Master student;0 days 00:01:12
10-3-2023 13:49;10-3-2023 13:51;Discussing the structure, provision and progress of the assignment with students;***name69***;Master student;0 days 00:01:30
10-3-2023 13:52;10-3-2023 13:52;Discussing the structure, provision and progress of the assignment with students;***name69***;Master student;0 days 00:00:12
10-3-2023 13:55;10-3-2023 14:03;Organizing practical aspects of events;Girls Club WIN;Outreach program;0 days 00:07:58
10-3-2023 14:03;10-3-2023 14:19;Organizing practical aspects of events;Girls Club WIN;Outreach program;0 days 00:15:35
10-3-2023 14:22;10-3-2023 14:25;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:02:21
10-3-2023 14:33;10-3-2023 14:33;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:00:03
10-3-2023 14:43;10-3-2023 14:43;Assessing the students assignments and submitting the assessment to the Board of Examiners;***name10***;Master student;0 days 00:00:24
10-3-2023 14:43;10-3-2023 14:44;Assessing the students assignments and submitting the assessment to the Board of Examiners;***name10***;Master student;0 days 00:00:15
10-3-2023 14:45;10-3-2023 14:47;Organizing practical aspects of events;ECIS conference 2023;Academic conference;0 days 00:02:12
10-3-2023 14:47;10-3-2023 14:47;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:00:15
10-3-2023 15:17;10-3-2023 15:19;Planning teaching activities;BPM course;University course;0 days 00:01:51
10-3-2023 15:26;10-3-2023 15:30;Planning teaching activities;BPM course;University course;0 days 00:03:49
10-3-2023 15:31;10-3-2023 15:31;Planning teaching activities;BPM course;University course;0 days 00:00:03
10-3-2023 15:32;10-3-2023 15:32;Planning teaching activities;BPM course;University course;0 days 00:00:06
10-3-2023 15:33;10-3-2023 15:33;Planning teaching activities;BPM course;University course;0 days 00:00:21
10-3-2023 15:50;10-3-2023 15:52;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:02:00
10-3-2023 15:54;10-3-2023 15:57;Assessing the students assignments and submitting the assessment to the Board of Examiners;***name70***;Master student;0 days 00:02:52
10-3-2023 15:58;10-3-2023 16:13;Planning teaching activities;BPM course;University course;0 days 00:14:45
10-3-2023 16:14;10-3-2023 16:20;Planning teaching activities;BPM course;University course;0 days 00:05:55
10-3-2023 16:21;10-3-2023 16:23;Planning teaching activities;BPM course;University course;0 days 00:01:13
10-3-2023 16:25;10-3-2023 16:29;Planning teaching activities;BPM course;University course;0 days 00:04:31
10-3-2023 16:30;10-3-2023 16:32;Planning teaching activities;BPM course;University course;0 days 00:02:30
10-3-2023 16:33;10-3-2023 16:35;Planning teaching activities;BPM course;University course;0 days 00:01:18
11-3-2023 16:53;11-3-2023 16:56;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:03:07
11-3-2023 16:56;11-3-2023 17:06;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:10:10
11-3-2023 17:06;11-3-2023 17:08;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:02:04
11-3-2023 17:09;11-3-2023 17:26;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:17:00
11-3-2023 17:30;11-3-2023 17:32;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:01:33
11-3-2023 17:32;11-3-2023 17:40;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:08:08
11-3-2023 17:41;11-3-2023 17:51;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:10:23
11-3-2023 17:54;11-3-2023 17:56;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:01:36
11-3-2023 17:58;11-3-2023 17:59;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:01:12
11-3-2023 18:02;11-3-2023 18:28;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:25:52
11-3-2023 18:59;11-3-2023 19:03;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:04:43
11-3-2023 19:04;11-3-2023 19:16;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:12:11
11-3-2023 19:17;11-3-2023 19:19;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:02:27
11-3-2023 19:20;11-3-2023 19:39;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:19:03
11-3-2023 19:42;11-3-2023 20:01;Organizing national and international travelling;ECIS conference 2023;Academic conference;0 days 00:18:36
11-3-2023 20:01;11-3-2023 20:13;Organizing national and international travelling;ECIS conference 2023;Academic conference;0 days 00:12:17
13-3-2023 08:59;13-3-2023 09:03;Organizing practical aspects of events;Girls Club WIN;Outreach program;0 days 00:04:37
13-3-2023 09:04;13-3-2023 09:06;Initiating a new research project in coordination with relevant national and international colleagues (and external parties) based on relevant developments (scientific content, needs of society, opportunities for valorisation);EWUU seed fund predictive process monitoring;Grant;0 days 00:02:09
13-3-2023 09:06;13-3-2023 09:06;Organizing practical aspects of events;Girls Club WIN;Outreach program;0 days 00:00:03
13-3-2023 09:07;13-3-2023 09:07;Organizing practical aspects of events;Girls Club WIN;Outreach program;0 days 00:00:04
13-3-2023 09:09;13-3-2023 09:16;Adapting the publication following responses from reviewers and fellow researchers;Human resource perspective in Process Mining;Research project;0 days 00:07:04
13-3-2023 09:16;13-3-2023 09:16;Communicating about events;BPM&A group;Organizational unit;0 days 00:00:18
13-3-2023 09:16;13-3-2023 09:28;Adapting the publication following responses from reviewers and fellow researchers;Human resource perspective in Process Mining;Research project;0 days 00:11:50
13-3-2023 09:29;13-3-2023 09:30;Adapting the publication following responses from reviewers and fellow researchers;Human resource perspective in Process Mining;Research project;0 days 00:00:36
13-3-2023 09:30;13-3-2023 09:54;Adapting the publication following responses from reviewers and fellow researchers;Human resource perspective in Process Mining;Research project;0 days 00:23:57
13-3-2023 09:57;13-3-2023 10:16;Adapting the publication following responses from reviewers and fellow researchers;Human resource perspective in Process Mining;Research project;0 days 00:19:53
13-3-2023 10:19;13-3-2023 10:49;Adapting the publication following responses from reviewers and fellow researchers;Human resource perspective in Process Mining;Research project;0 days 00:30:06
13-3-2023 10:49;13-3-2023 10:51;Communicating about events;BPM conference 2023;Academic conference;0 days 00:01:45
13-3-2023 11:03;13-3-2023 11:26;Adapting the publication following responses from reviewers and fellow researchers;Human resource perspective in Process Mining;Research project;0 days 00:23:25
13-3-2023 11:29;13-3-2023 11:30;Adapting the publication following responses from reviewers and fellow researchers;Human resource perspective in Process Mining;Research project;0 days 00:01:51
13-3-2023 13:18;13-3-2023 13:19;Adapting the publication following responses from reviewers and fellow researchers;Human resource perspective in Process Mining;Research project;0 days 00:01:00
13-3-2023 13:21;13-3-2023 13:23;Communicating about events;BPM conference 2023;Academic conference;0 days 00:01:07
13-3-2023 13:23;13-3-2023 13:24;Organizing practical aspects of events;ECIS conference 2023;Academic conference;0 days 00:01:30
13-3-2023 13:25;13-3-2023 13:26;Organizing practical aspects of events;Future of Work Lunch meeting;Presentation;0 days 00:01:03
13-3-2023 13:26;13-3-2023 13:26;Organizing practical aspects of events;ECIS conference 2023;Academic conference;0 days 00:00:03
13-3-2023 13:26;13-3-2023 13:26;Organizing practical aspects of events;ECIS conference 2023;Academic conference;0 days 00:00:03
13-3-2023 13:27;13-3-2023 13:27;Organizing practical aspects of events;Future of Work Lunch meeting;Presentation;0 days 00:00:03
13-3-2023 13:27;13-3-2023 13:27;Organizing practical aspects of events;Future of Work Lunch meeting;Presentation;0 days 00:00:03
13-3-2023 13:29;13-3-2023 13:30;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name9***;PhD student;0 days 00:00:49
13-3-2023 13:33;13-3-2023 13:34;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:01:09
13-3-2023 13:34;13-3-2023 13:37;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:03:13
13-3-2023 13:38;13-3-2023 13:39;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:01:06
13-3-2023 13:39;13-3-2023 13:40;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:01:06
13-3-2023 13:42;13-3-2023 13:48;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:05:58
13-3-2023 13:50;13-3-2023 13:50;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:00:03
13-3-2023 14:28;13-3-2023 14:28;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name9***;PhD student;0 days 00:00:36
13-3-2023 14:28;13-3-2023 14:29;Reviewing journal and conference papers;ICIS 2023;Academic conference;0 days 00:00:09
13-3-2023 14:29;13-3-2023 14:29;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name9***;PhD student;0 days 00:00:54
13-3-2023 14:31;13-3-2023 14:31;Organizing practical aspects of events;Girls Club WIN;Outreach program;0 days 00:00:42
13-3-2023 14:32;13-3-2023 14:32;Organizing practical aspects of events;Girls Club WIN;Outreach program;0 days 00:00:10
13-3-2023 14:53;13-3-2023 15:00;Organizing practical aspects of events;Girls Club WIN;Outreach program;0 days 00:06:22
14-3-2023 09:25;14-3-2023 09:31;Drafting conference papers and giving lectures at conferences;BPM paper combination SWORD and motivational model;Research project;0 days 00:05:43
14-3-2023 09:32;14-3-2023 09:33;Drafting conference papers and giving lectures at conferences;BPM paper combination SWORD and motivational model;Research project;0 days 00:01:12
14-3-2023 09:34;14-3-2023 09:41;Drafting conference papers and giving lectures at conferences;BPM paper combination SWORD and motivational model;Research project;0 days 00:06:47
14-3-2023 09:43;14-3-2023 09:44;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name9***;PhD student;0 days 00:01:12
14-3-2023 09:45;14-3-2023 09:45;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name9***;PhD student;0 days 00:00:03
14-3-2023 09:54;14-3-2023 09:56;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:02:03
14-3-2023 09:57;14-3-2023 09:57;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:00:03
14-3-2023 09:57;14-3-2023 10:05;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:07:50
14-3-2023 10:05;14-3-2023 10:06;Organizing practical aspects of events;ECIS conference 2023;Academic conference;0 days 00:01:09
14-3-2023 10:06;14-3-2023 10:12;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:06:04
14-3-2023 10:16;14-3-2023 10:18;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:02:22
14-3-2023 10:21;14-3-2023 10:21;Exploring and assessing the societal need for research and the opportunities for valorisation of that research;BISE special issue on mismatches event data and reality;Journal special issue;0 days 00:00:39
14-3-2023 10:21;14-3-2023 10:23;Exploring and assessing the societal need for research and the opportunities for valorisation of that research;BISE special issue on mismatches event data and reality;Journal special issue;0 days 00:01:22
14-3-2023 10:23;14-3-2023 10:26;Exploring and assessing the societal need for research and the opportunities for valorisation of that research;BISE special issue on mismatches event data and reality;Journal special issue;0 days 00:02:51
14-3-2023 10:26;14-3-2023 10:26;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:00:03
14-3-2023 10:26;14-3-2023 10:26;Organizing practical aspects of events;ECIS conference 2023;Academic conference;0 days 00:00:03
14-3-2023 10:26;14-3-2023 10:26;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:00:21
14-3-2023 10:27;14-3-2023 10:28;Exploring and assessing the societal need for research and the opportunities for valorisation of that research;BISE special issue on mismatches event data and reality;Journal special issue;0 days 00:00:46
14-3-2023 10:28;14-3-2023 10:28;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:00:21
14-3-2023 10:28;14-3-2023 10:29;Exploring and assessing the societal need for research and the opportunities for valorisation of that research;BISE special issue on mismatches event data and reality;Journal special issue;0 days 00:00:15
14-3-2023 10:29;14-3-2023 10:29;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:00:12
14-3-2023 10:29;14-3-2023 10:29;Organizing practical aspects of events;ECIS conference 2023;Academic conference;0 days 00:00:03
14-3-2023 10:29;14-3-2023 10:30;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:00:45
14-3-2023 10:30;14-3-2023 10:31;Exploring and assessing the societal need for research and the opportunities for valorisation of that research;BISE special issue on mismatches event data and reality;Journal special issue;0 days 00:01:18
14-3-2023 10:31;14-3-2023 10:31;Organizing practical aspects of events;ECIS conference 2023;Academic conference;0 days 00:00:09
14-3-2023 10:32;14-3-2023 10:32;Exploring and assessing the societal need for research and the opportunities for valorisation of that research;BISE special issue on mismatches event data and reality;Journal special issue;0 days 00:00:21
14-3-2023 10:32;14-3-2023 10:32;Organizing practical aspects of events;ECIS conference 2023;Academic conference;0 days 00:00:06
14-3-2023 10:32;14-3-2023 10:32;Exploring and assessing the societal need for research and the opportunities for valorisation of that research;BISE special issue on mismatches event data and reality;Journal special issue;0 days 00:00:06
14-3-2023 10:32;14-3-2023 10:33;Exploring and assessing the societal need for research and the opportunities for valorisation of that research;BISE special issue on mismatches event data and reality;Journal special issue;0 days 00:00:39
14-3-2023 10:33;14-3-2023 10:33;Exploring and assessing the societal need for research and the opportunities for valorisation of that research;BISE special issue on mismatches event data and reality;Journal special issue;0 days 00:00:12
14-3-2023 10:34;14-3-2023 10:34;Organizing practical aspects of events;ECIS conference 2023;Academic conference;0 days 00:00:05
14-3-2023 10:34;14-3-2023 10:34;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:00:10
14-3-2023 10:34;14-3-2023 10:47;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:12:37
14-3-2023 10:49;14-3-2023 10:53;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:03:54
14-3-2023 10:59;14-3-2023 10:59;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:00:03
14-3-2023 10:59;14-3-2023 11:00;Discussing the structure, provision and progress of the assignment with students;***name31***;Master student;0 days 00:01:03
14-3-2023 11:00;14-3-2023 11:02;Discussing the structure, provision and progress of the assignment with students;***name31***;Master student;0 days 00:01:10
14-3-2023 11:09;14-3-2023 11:20;Discussing the structure, provision and progress of the assignment with students;***name31***;Master student;0 days 00:11:26
14-3-2023 11:20;14-3-2023 11:21;Drafting conference papers and giving lectures at conferences;Active Window Tracking;Research project;0 days 00:01:09
14-3-2023 11:21;14-3-2023 11:24;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:02:36
14-3-2023 11:24;14-3-2023 11:28;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:04:07
14-3-2023 11:30;14-3-2023 11:35;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:05:10
14-3-2023 11:36;14-3-2023 11:36;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:00:30
14-3-2023 11:37;14-3-2023 11:38;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:01:45
14-3-2023 11:39;14-3-2023 11:46;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:07:16
14-3-2023 11:54;14-3-2023 12:01;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:07:31
14-3-2023 12:02;14-3-2023 12:04;Communicating about events;Girls Club WIN;Outreach program;0 days 00:01:36
14-3-2023 12:04;14-3-2023 12:16;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:12:11
14-3-2023 12:16;14-3-2023 12:26;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:09:34
14-3-2023 12:26;14-3-2023 12:28;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:01:48
14-3-2023 12:28;14-3-2023 12:28;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:00:25
14-3-2023 12:28;14-3-2023 12:29;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:00:42
14-3-2023 12:31;14-3-2023 12:31;Proposing events;Tutorial on task support for PM;Presentation;0 days 00:00:06
14-3-2023 12:41;14-3-2023 12:42;Communicating about events;BPM conference 2023;Academic conference;0 days 00:01:00
14-3-2023 12:44;14-3-2023 12:44;Communicating about events;BPM conference 2023;Academic conference;0 days 00:00:09
14-3-2023 12:44;14-3-2023 12:44;Exploring and assessing the societal need for research and the opportunities for valorisation of that research;BISE special issue on mismatches event data and reality;Journal special issue;0 days 00:00:12
14-3-2023 12:45;14-3-2023 12:47;Communicating about events;BPM conference 2023;Academic conference;0 days 00:01:49
14-3-2023 12:47;14-3-2023 12:47;Communicating about events;BPM conference 2023;Academic conference;0 days 00:00:15
14-3-2023 12:54;14-3-2023 12:54;Exploring and assessing the societal need for research and the opportunities for valorisation of that research;BISE special issue on mismatches event data and reality;Journal special issue;0 days 00:00:18
14-3-2023 12:56;14-3-2023 12:56;Communicating about events;BPM conference 2023;Academic conference;0 days 00:00:09
14-3-2023 12:57;14-3-2023 13:00;Communicating about events;BPM conference 2023;Academic conference;0 days 00:03:25
14-3-2023 13:06;14-3-2023 13:18;Communicating about events;BPM conference 2023;Academic conference;0 days 00:11:32
14-3-2023 13:27;14-3-2023 13:28;Communicating about events;BPM conference 2023;Academic conference;0 days 00:01:03
14-3-2023 13:28;14-3-2023 13:28;Organizing national and international travelling;Brainstorm 15-3-2023;Event;0 days 00:00:03
14-3-2023 13:29;14-3-2023 13:29;Organizing national and international travelling;Brainstorm 15-3-2023;Event;0 days 00:00:03
14-3-2023 13:29;14-3-2023 13:29;Exploring and assessing the societal need for research and the opportunities for valorisation of that research;BISE special issue on mismatches event data and reality;Journal special issue;0 days 00:00:36
14-3-2023 13:29;14-3-2023 13:31;Organizing national and international travelling;Brainstorm 15-3-2023;Event;0 days 00:01:12
14-3-2023 13:31;14-3-2023 13:32;Organizing national and international travelling;Brainstorm 15-3-2023;Event;0 days 00:00:45
14-3-2023 13:32;14-3-2023 13:32;Communicating about events;BPM conference 2023;Academic conference;0 days 00:00:15
14-3-2023 13:32;14-3-2023 13:32;Communicating about events;BPM conference 2023;Academic conference;0 days 00:00:23
14-3-2023 13:33;14-3-2023 13:33;Communicating about events;BPM conference 2023;Academic conference;0 days 00:00:03
14-3-2023 13:39;14-3-2023 13:39;Communicating about events;BPM conference 2023;Academic conference;0 days 00:00:45
14-3-2023 13:40;14-3-2023 13:40;Communicating about events;BPM conference 2023;Academic conference;0 days 00:00:06
14-3-2023 13:40;14-3-2023 13:41;Communicating about events;BPM conference 2023;Academic conference;0 days 00:01:00
14-3-2023 13:41;14-3-2023 13:43;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:01:51
14-3-2023 13:49;14-3-2023 13:50;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:00:37
14-3-2023 13:50;14-3-2023 13:50;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:00:21
14-3-2023 13:52;14-3-2023 13:56;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:04:07
14-3-2023 13:56;14-3-2023 14:06;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:09:52
14-3-2023 14:06;14-3-2023 14:31;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:25:34
14-3-2023 14:32;14-3-2023 14:32;Discussing the structure, provision and progress of the assignment with students;***name12***;Master student;0 days 00:00:31
14-3-2023 14:33;14-3-2023 14:41;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:07:34
14-3-2023 14:47;14-3-2023 14:47;Discussing the structure, provision and progress of the assignment with students;***name12***;Master student;0 days 00:00:06
14-3-2023 14:47;14-3-2023 14:48;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:01:24
14-3-2023 14:48;14-3-2023 14:49;Discussing the structure, provision and progress of the assignment with students;***name12***;Master student;0 days 00:00:06
14-3-2023 14:50;14-3-2023 14:50;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:00:27
14-3-2023 14:50;14-3-2023 14:52;Discussing the structure, provision and progress of the assignment with students;***name12***;Master student;0 days 00:02:19
14-3-2023 14:53;14-3-2023 14:54;Discussing the structure, provision and progress of the assignment with students;***name12***;Master student;0 days 00:00:18
14-3-2023 14:56;14-3-2023 14:59;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:02:10
14-3-2023 14:59;14-3-2023 15:01;Discussing the structure, provision and progress of the assignment with students;***name12***;Master student;0 days 00:02:33
14-3-2023 15:06;14-3-2023 15:09;Discussing the structure, provision and progress of the assignment with students;***name12***;Master student;0 days 00:02:30
14-3-2023 15:09;14-3-2023 15:09;Discussing the structure, provision and progress of the assignment with students;***name12***;Master student;0 days 00:00:15
14-3-2023 15:09;14-3-2023 15:11;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:01:06
14-3-2023 15:11;14-3-2023 15:12;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:01:12
14-3-2023 15:13;14-3-2023 15:17;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:04:01
14-3-2023 15:28;14-3-2023 15:34;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:05:25
14-3-2023 15:36;14-3-2023 15:37;Communicating about events;BPM conference 2023;Academic conference;0 days 00:00:03
14-3-2023 15:37;14-3-2023 15:38;Communicating about events;BPM conference 2023;Academic conference;0 days 00:00:06
14-3-2023 15:38;14-3-2023 15:39;Communicating about events;BPM conference 2023;Academic conference;0 days 00:01:21
14-3-2023 15:39;14-3-2023 15:42;Communicating about events;BPM conference 2023;Academic conference;0 days 00:03:03
14-3-2023 15:42;14-3-2023 15:42;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:00:03
14-3-2023 15:43;14-3-2023 15:43;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:00:06
14-3-2023 15:43;14-3-2023 15:45;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:01:52
14-3-2023 15:57;14-3-2023 15:57;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:00:03
